ProgramName,Degree,PrgoramName with Degree,ProgID,TotalCredits,CatalogType,CatalogYear,Description,SeriesHeading,Group_CategoryTitle,Group_CategoryNotes,GroupCredits,SubjectAbbreviation,CourseNumber,Title,Credits,PreReq,CoReq,DiverseCultures,Unnamed: 19
Planning and Students' Learning,GC,Planning and Students' Learning - GC,7338,9,Graduate,2024-2025,Common Core,,,,,KSP,612,Student Centered Learning,3,,,,
Planning and Students' Learning,GC,Planning and Students' Learning - GC,7338,9,Graduate,2024-2025,Common Core,,,,,KSP,640,Supporting Learning through Assessments,3,,,,
Planning and Students' Learning,GC,Planning and Students' Learning - GC,7338,9,Graduate,2024-2025,Common Core,,,,,KSP,663,Designing Curriculum to Support Student Learning,3,,,,
