Program,hasPrereqToMajor,prereqToMajorList,hasReqGenEds,reqGenEdsList,hasMajorCommonCore,majorCommonCoreList,hasThesisCapstone,ChooseThesisCapstone,hasMajorRestrictiveElectives,majorRestrictiveElectivesList,hasMajorUnrestrictedElectives,majorUnrestrictedElectivesList,hasOtherGradReq,otherGradReq
Dance (BA),False,,True,"['DANC 120W', 'DANC 225', 'THEA 101', ['credits_3', 'ART 160', 'ART 261']]",True,"['DANC 128', 'DANC 226', 'DANC 228', 'DANC 320', 'DANC 321', 'DANC 322', 'DANC 421', 'DANC 427', 'DANC 429', 'DANC 484', 'THEA 262', 'THEA 272', 'THEA 276', ['credits_3', 'DANC 428']]",False,,True,"[['credits_3', 'THEA 102', 'THEA 103', 'THEA 104', 'THEA 105', 'THEA 107', 'THEA 108', 'THEA 109']]",False,,False,
Environmental Science (MS),False,,False,,True,"['BIOL 510', 'ENVR 540', 'ENVR 550', 'ENVR 560', 'ENVR 570']",True,"[['credits_3', 'ENVR 699']]",True,"[['credits_6', 'GEOG 673', 'GEOG 681', 'URBS 604', 'URBS 661', 'URBS 662']]",False,,False,
Interdisciplinary Humanities (BA),False,,False,,True,"['HUM 282W', 'HUM 350', 'HUM 380', 'HUM 490']",False,,True,"[['credits_16', 'HUM 101W', 'HUM 150', 'HUM 151', 'HUM 155', 'HUM 156', 'HUM 250W', 'HUM 280W', 'HUM 281W', 'HUM 350', 'HUM 380', 'HUM 450W', 'HUM 498', 'HUM 499'], ['credits_8', 'ART 260', 'ART 261', 'ART 265W', 'ART 417', 'ART 434', 'ART 460', 'ART 462', 'ART 467', 'ART 469', 'ENG 318', 'ENG 435', 'ENG 436W', 'ENG 438W', 'ENG 481', 'PHIL 334W', 'PHIL 336W', 'PHIL 337', 'PHIL 358W', 'PHIL 361', 'PHIL 460']]",False,,False,
Forensics and Communication (MFA),False,,False,,True,"['COMM 509', 'COMM 535', 'COMM 560', 'COMM 600', 'COMM 602', 'COMM 603', 'COMM 630']",True,"['COMM 650', 'COMM 651', 'COMM 699']",True,"[['credits_3', 'COMM 613', 'COMM 621'], ['credits_3', 'COMM 512', 'COMM 545', 'COMM 634', 'COMM 673'], ['credits_3', 'COMM 515', 'COMM 530', 'COMM 620']]",False,,True,[]
Gender and Women's Studies (BA),False,,False,,True,"['GWS 110', 'GWS 220', 'GWS 310', 'GWS 330', 'GWS 340']",False,,False,,True,"[['credits_12', 'AIS 240W', 'ANTH 432', 'ANTH 433', 'ART 419', 'BIOL 102', 'CJ 324', 'ENG 402W', 'ETHN 470', 'HIST 155', 'HIST 408', 'HIST 487', 'HLTH 400', 'POL 424', 'PSYC 460W', 'SOC 209', 'SOC 307', 'SOC 409', 'SOWK 427', 'GWS 110W', 'GWS 120', 'GWS 120W', 'GWS 220W', 'GWS 222', 'GWS 225', 'GWS 225W', 'GWS 230', 'GWS 250', 'GWS 260', 'GWS 277', 'GWS 290', 'GWS 411', 'GWS 420', 'GWS 440', 'GWS 455', 'GWS 460', 'GWS 477', 'GWS 490', 'GWS 497', 'GWS 498']]",False,
Social Studies (BS) Anthropology,False,,False,,False,,False,,True,"[['credits_1', 'SOST 299', 'SOST 499'], ['credits_24', 'ANTH 101', 'ANTH 102', 'ANTH 120', 'ANTH 210', 'ANTH 220', 'ANTH 230', 'ANTH 240', 'ANTH 245', 'ANTH 250W', 'ANTH 260', 'ANTH 261', 'ANTH 269', 'ANTH 285', 'ANTH 290', 'ANTH 300', 'ANTH 311', 'ANTH 323', 'ANTH 331', 'ANTH 332', 'ANTH 335', 'ANTH 360', 'ANTH 361', 'ANTH 410', 'ANTH 411', 'ANTH 412', 'ANTH 414', 'ANTH 415', 'ANTH 416', 'ANTH 417', 'ANTH 418', 'ANTH 420', 'ANTH 421W', 'ANTH 422', 'ANTH 424', 'ANTH 425W', 'ANTH 430', 'ANTH 432', 'ANTH 433', 'ANTH 436W', 'ANTH 437', 'ANTH 438W', 'ANTH 439', 'ANTH 440', 'ANTH 443W', 'ANTH 475', 'ANTH 480', 'ANTH 485', 'ANTH 486', 'ANTH 491', 'ANTH 492', 'ANTH 493', 'ANTH 494', 'ANTH 497', 'ANTH 498', 'ANTH 499'], ['credits_26', 'ANTH 101', 'ANTH 102', 'ANTH 120', 'ANTH 210', 'ANTH 220', 'ANTH 230', 'ANTH 240', 'ANTH 245', 'ANTH 250W', 'ANTH 260', 'ANTH 261', 'ANTH 269', 'ANTH 285', 'ANTH 290', 'ANTH 300', 'ANTH 311', 'ANTH 323', 'ANTH 331', 'ANTH 332', 'ANTH 335', 'ANTH 360', 'ANTH 361', 'ANTH 410', 'ANTH 411', 'ANTH 412', 'ANTH 414', 'ANTH 415', 'ANTH 416', 'ANTH 417', 'ANTH 418', 'ANTH 420', 'ANTH 421W', 'ANTH 422', 'ANTH 424', 'ANTH 425W', 'ANTH 430', 'ANTH 432', 'ANTH 433', 'ANTH 436W', 'ANTH 437', 'ANTH 438W', 'ANTH 439', 'ANTH 440', 'ANTH 443W', 'ANTH 475', 'ANTH 480', 'ANTH 485', 'ANTH 486', 'ANTH 491', 'ANTH 492', 'ANTH 493', 'ANTH 494', 'ANTH 497', 'ANTH 498', 'ANTH 499', 'ECON 100', 'ECON 103W', 'ECON 201', 'ECON 202', 'ECON 207', 'ECON 301', 'ECON 305', 'ECON 314W', 'ECON 320W', 'ECON 355', 'ECON 356', 'ECON 403', 'ECON 405', 'ECON 406', 'ECON 411', 'ECON 412', 'ECON 416', 'ECON 420', 'ECON 429', 'ECON 440', 'ECON 450', 'ECON 462W', 'ECON 463', 'ECON 472', 'ECON 480', 'ECON 481', 'ECON 491', 'ECON 498', 'ECON 499', 'ETHN 100', 'ETHN 101', 'ETHN 150', 'ETHN 200', 'ETHN 201W', 'ETHN 203W', 'ETHN 204W', 'ETHN 220W', 'ETHN 295', 'ETHN 296', 'ETHN 299', 'ETHN 310', 'ETHN 330', 'ETHN 380', 'ETHN 400', 'ETHN 401', 'ETHN 402W', 'ETHN 405', 'ETHN 410', 'ETHN 420', 'ETHN 440', 'ETHN 450', 'ETHN 460', 'ETHN 470', 'ETHN 482', 'ETHN 486', 'ETHN 490', 'ETHN 495', 'ETHN 496', 'ETHN 497', 'ETHN 498', 'ETHN 499', 'GEOG 100', 'GEOG 101', 'GEOG 102', 'GEOG 103', 'GEOG 105', 'GEOG 205', 'GEOG 210W', 'GEOG 217', 'GEOG 299', 'GEOG 313', 'GEOG 315', 'GEOG 340', 'GEOG 342', 'GEOG 352', 'GEOG 370', 'GEOG 373', 'GEOG 401', 'GEOG 409', 'GEOG 410', 'GEOG 411', 'GEOG 412', 'GEOG 413', 'GEOG 414', 'GEOG 415', 'GEOG 416W', 'GEOG 417', 'GEOG 420', 'GEOG 425', 'GEOG 428', 'GEOG 435', 'GEOG 436', 'GEOG 437', 'GEOG 438', 'GEOG 439', 'GEOG 440', 'GEOG 445', 'GEOG 446', 'GEOG 450', 'GEOG 458', 'GEOG 471', 'GEOG 473', 'GEOG 474', 'GEOG 475', 'GEOG 476', 'GEOG 477', 'GEOG 478', 'GEOG 479', 'GEOG 480', 'GEOG 481', 'GEOG 482', 'GEOG 483', 'GEOG 484', 'GEOG 485', 'GEOG 491', 'GEOG 497', 'GEOG 499', 'GWS 110', 'GWS 110W', 'GWS 120', 'GWS 120W', 'GWS 220', 'GWS 220W', 'GWS 222', 'GWS 225', 'GWS 225W', 'GWS 230', 'GWS 250', 'GWS 260', 'GWS 277', 'GWS 290', 'GWS 310', 'GWS 330', 'GWS 340', 'GWS 411', 'GWS 420', 'GWS 440', 'GWS 455', 'GWS 460', 'GWS 477', 'GWS 490', 'GWS 497', 'GWS 498', 'HIST 155', 'HIST 170', 'HIST 170W', 'HIST 171', 'HIST 171W', 'HIST 180', 'HIST 180W', 'HIST 181', 'HIST 181W', 'HIST 190', 'HIST 190W', 'HIST 191', 'HIST 191W', 'HIST 232', 'HIST 235', 'HIST 244', 'HIST 246W', 'HIST 250', 'HIST 260', 'HIST 260W', 'HIST 268', 'HIST 280', 'HIST 300', 'HIST 302', 'HIST 368', 'HIST 369', 'HIST 390', 'HIST 391', 'HIST 392', 'HIST 401', 'HIST 402', 'HIST 403', 'HIST 406', 'HIST 407', 'HIST 408', 'HIST 410', 'HIST 414', 'HIST 415', 'HIST 419', 'HIST 424', 'HIST 430', 'HIST 431', 'HIST 432', 'HIST 434', 'HIST 435', 'HIST 436', 'HIST 437', 'HIST 438', 'HIST 441', 'HIST 442', 'HIST 443', 'HIST 444', 'HIST 445', 'HIST 446', 'HIST 452', 'HIST 454', 'HIST 455', 'HIST 458', 'HIST 459', 'HIST 462', 'HIST 463', 'HIST 466', 'HIST 467', 'HIST 470', 'HIST 471', 'HIST 476', 'HIST 477', 'HIST 478', 'HIST 481W', 'HIST 483', 'HIST 484', 'HIST 485', 'HIST 486', 'HIST 487', 'HIST 488', 'HIST 490', 'HIST 495W', 'HIST 497', 'HIST 499', 'POL 100', 'POL 101', 'POL 103W', 'POL 104', 'POL 106', 'POL 111', 'POL 201', 'POL 221', 'POL 231', 'POL 234', 'POL 241', 'POL 260', 'POL 271', 'POL 311', 'POL 312', 'POL 313', 'POL 321', 'POL 361', 'POL 410', 'POL 414', 'POL 415', 'POL 420', 'POL 422', 'POL 423', 'POL 424', 'POL 426', 'POL 427', 'POL 428', 'POL 430', 'POL 431', 'POL 433', 'POL 434', 'POL 435', 'POL 436', 'POL 437', 'POL 438', 'POL 439', 'POL 440', 'POL 441', 'POL 442', 'POL 443', 'POL 444', 'POL 445', 'POL 446', 'POL 447', 'POL 448', 'POL 450', 'POL 451', 'POL 453', 'POL 454', 'POL 455', 'POL 460', 'POL 461', 'POL 462', 'POL 463', 'POL 465', 'POL 466', 'POL 467', 'POL 470', 'POL 471', 'POL 473', 'POL 474', 'POL 475', 'POL 476', 'POL 491', 'POL 492', 'PSYC 101', 'PSYC 103W', 'PSYC 150', 'PSYC 201', 'PSYC 202', 'PSYC 205', 'PSYC 206', 'PSYC 211W', 'PSYC 219', 'PSYC 230', 'PSYC 240', 'PSYC 291', 'PSYC 303', 'PSYC 304', 'PSYC 321', 'PSYC 325', 'PSYC 340', 'PSYC 343', 'PSYC 358', 'PSYC 363', 'PSYC 389', 'PSYC 398', 'PSYC 401', 'PSYC 409', 'PSYC 410', 'PSYC 413', 'PSYC 414', 'PSYC 415', 'PSYC 417', 'PSYC 419', 'PSYC 420', 'PSYC 421', 'PSYC 423', 'PSYC 430', 'PSYC 432', 'PSYC 433', 'PSYC 436', 'PSYC 442', 'PSYC 443', 'PSYC 445', 'PSYC 450', 'PSYC 455', 'PSYC 456', 'PSYC 457', 'PSYC 460W', 'PSYC 461', 'PSYC 466', 'PSYC 476', 'PSYC 478', 'PSYC 485', 'PSYC 489', 'PSYC 490', 'PSYC 496', 'PSYC 497', 'PSYC 499', 'SOC 101', 'SOC 150', 'SOC 202', 'SOC 208', 'SOC 209', 'SOC 214W', 'SOC 241', 'SOC 255', 'SOC 285', 'SOC 285W', 'SOC 301W', 'SOC 307', 'SOC 325', 'SOC 351', 'SOC 360', 'SOC 402', 'SOC 404', 'SOC 405', 'SOC 407', 'SOC 409', 'SOC 417', 'SOC 420', 'SOC 425', 'SOC 430', 'SOC 442', 'SOC 446', 'SOC 458', 'SOC 460', 'SOC 461', 'SOC 463', 'SOC 466', 'SOC 469', 'SOC 472', 'SOC 479', 'SOC 480', 'SOC 482', 'SOC 483', 'SOC 484', 'SOC 485', 'SOC 490', 'SOC 492', 'SOC 493', 'SOC 497', 'SOC 499', 'URBS 100', 'URBS 110', 'URBS 150', 'URBS 230', 'URBS 230W', 'URBS 401', 'URBS 402', 'URBS 412', 'URBS 413', 'URBS 415', 'URBS 417', 'URBS 431', 'URBS 435', 'URBS 437', 'URBS 438', 'URBS 450', 'URBS 451', 'URBS 453', 'URBS 457', 'URBS 461', 'URBS 471', 'URBS 481', 'URBS 483', 'URBS 485', 'URBS 489', 'URBS 497', 'URBS 499']]",False,,False,
Social Studies (BS) Ethnic Studies,False,,False,,False,,False,,True,"[['credits_1', 'SOST 299', 'SOST 499'], ['credits_24', 'ETHN 100', 'ETHN 101', 'ETHN 150', 'ETHN 200', 'ETHN 201W', 'ETHN 203W', 'ETHN 204W', 'ETHN 220W', 'ETHN 295', 'ETHN 296', 'ETHN 299', 'ETHN 310', 'ETHN 330', 'ETHN 380', 'ETHN 400', 'ETHN 401', 'ETHN 402W', 'ETHN 405', 'ETHN 410', 'ETHN 420', 'ETHN 440', 'ETHN 450', 'ETHN 460', 'ETHN 470', 'ETHN 482', 'ETHN 486', 'ETHN 490', 'ETHN 495', 'ETHN 496', 'ETHN 497', 'ETHN 498', 'ETHN 499'], ['credits_26', 'ANTH 101', 'ANTH 102', 'ANTH 120', 'ANTH 210', 'ANTH 220', 'ANTH 230', 'ANTH 240', 'ANTH 245', 'ANTH 250W', 'ANTH 260', 'ANTH 261', 'ANTH 269', 'ANTH 285', 'ANTH 290', 'ANTH 300', 'ANTH 311', 'ANTH 323', 'ANTH 331', 'ANTH 332', 'ANTH 335', 'ANTH 360', 'ANTH 361', 'ANTH 410', 'ANTH 411', 'ANTH 412', 'ANTH 414', 'ANTH 415', 'ANTH 416', 'ANTH 417', 'ANTH 418', 'ANTH 420', 'ANTH 421W', 'ANTH 422', 'ANTH 424', 'ANTH 425W', 'ANTH 430', 'ANTH 432', 'ANTH 433', 'ANTH 436W', 'ANTH 437', 'ANTH 438W', 'ANTH 439', 'ANTH 440', 'ANTH 443W', 'ANTH 475', 'ANTH 480', 'ANTH 485', 'ANTH 486', 'ANTH 491', 'ANTH 492', 'ANTH 493', 'ANTH 494', 'ANTH 497', 'ANTH 498', 'ANTH 499', 'ECON 100', 'ECON 103W', 'ECON 201', 'ECON 202', 'ECON 207', 'ECON 301', 'ECON 305', 'ECON 314W', 'ECON 320W', 'ECON 355', 'ECON 356', 'ECON 403', 'ECON 405', 'ECON 406', 'ECON 411', 'ECON 412', 'ECON 416', 'ECON 420', 'ECON 429', 'ECON 440', 'ECON 450', 'ECON 462W', 'ECON 463', 'ECON 472', 'ECON 480', 'ECON 481', 'ECON 491', 'ECON 498', 'ECON 499', 'ETHN 100', 'ETHN 101', 'ETHN 150', 'ETHN 200', 'ETHN 201W', 'ETHN 203W', 'ETHN 204W', 'ETHN 220W', 'ETHN 295', 'ETHN 296', 'ETHN 299', 'ETHN 310', 'ETHN 330', 'ETHN 380', 'ETHN 400', 'ETHN 401', 'ETHN 402W', 'ETHN 405', 'ETHN 410', 'ETHN 420', 'ETHN 440', 'ETHN 450', 'ETHN 460', 'ETHN 470', 'ETHN 482', 'ETHN 486', 'ETHN 490', 'ETHN 495', 'ETHN 496', 'ETHN 497', 'ETHN 498', 'ETHN 499', 'GEOG 100', 'GEOG 101', 'GEOG 102', 'GEOG 103', 'GEOG 105', 'GEOG 205', 'GEOG 210W', 'GEOG 217', 'GEOG 299', 'GEOG 313', 'GEOG 315', 'GEOG 340', 'GEOG 342', 'GEOG 352', 'GEOG 370', 'GEOG 373', 'GEOG 401', 'GEOG 409', 'GEOG 410', 'GEOG 411', 'GEOG 412', 'GEOG 413', 'GEOG 414', 'GEOG 415', 'GEOG 416W', 'GEOG 417', 'GEOG 420', 'GEOG 425', 'GEOG 428', 'GEOG 435', 'GEOG 436', 'GEOG 437', 'GEOG 438', 'GEOG 439', 'GEOG 440', 'GEOG 445', 'GEOG 446', 'GEOG 450', 'GEOG 458', 'GEOG 471', 'GEOG 473', 'GEOG 474', 'GEOG 475', 'GEOG 476', 'GEOG 477', 'GEOG 478', 'GEOG 479', 'GEOG 480', 'GEOG 481', 'GEOG 482', 'GEOG 483', 'GEOG 484', 'GEOG 485', 'GEOG 491', 'GEOG 497', 'GEOG 499', 'GWS 110', 'GWS 110W', 'GWS 120', 'GWS 120W', 'GWS 220', 'GWS 220W', 'GWS 222', 'GWS 225', 'GWS 225W', 'GWS 230', 'GWS 250', 'GWS 260', 'GWS 277', 'GWS 290', 'GWS 310', 'GWS 330', 'GWS 340', 'GWS 411', 'GWS 420', 'GWS 440', 'GWS 455', 'GWS 460', 'GWS 477', 'GWS 490', 'GWS 497', 'GWS 498', 'HIST 155', 'HIST 170', 'HIST 170W', 'HIST 171', 'HIST 171W', 'HIST 180', 'HIST 180W', 'HIST 181', 'HIST 181W', 'HIST 190', 'HIST 190W', 'HIST 191', 'HIST 191W', 'HIST 232', 'HIST 235', 'HIST 244', 'HIST 246W', 'HIST 250', 'HIST 260', 'HIST 260W', 'HIST 268', 'HIST 280', 'HIST 300', 'HIST 302', 'HIST 368', 'HIST 369', 'HIST 390', 'HIST 391', 'HIST 392', 'HIST 401', 'HIST 402', 'HIST 403', 'HIST 406', 'HIST 407', 'HIST 408', 'HIST 410', 'HIST 414', 'HIST 415', 'HIST 419', 'HIST 424', 'HIST 430', 'HIST 431', 'HIST 432', 'HIST 434', 'HIST 435', 'HIST 436', 'HIST 437', 'HIST 438', 'HIST 441', 'HIST 442', 'HIST 443', 'HIST 444', 'HIST 445', 'HIST 446', 'HIST 452', 'HIST 454', 'HIST 455', 'HIST 458', 'HIST 459', 'HIST 462', 'HIST 463', 'HIST 466', 'HIST 467', 'HIST 470', 'HIST 471', 'HIST 476', 'HIST 477', 'HIST 478', 'HIST 481W', 'HIST 483', 'HIST 484', 'HIST 485', 'HIST 486', 'HIST 487', 'HIST 488', 'HIST 490', 'HIST 495W', 'HIST 497', 'HIST 499', 'POL 100', 'POL 101', 'POL 103W', 'POL 104', 'POL 106', 'POL 111', 'POL 201', 'POL 221', 'POL 231', 'POL 234', 'POL 241', 'POL 260', 'POL 271', 'POL 311', 'POL 312', 'POL 313', 'POL 321', 'POL 361', 'POL 410', 'POL 414', 'POL 415', 'POL 420', 'POL 422', 'POL 423', 'POL 424', 'POL 426', 'POL 427', 'POL 428', 'POL 430', 'POL 431', 'POL 433', 'POL 434', 'POL 435', 'POL 436', 'POL 437', 'POL 438', 'POL 439', 'POL 440', 'POL 441', 'POL 442', 'POL 443', 'POL 444', 'POL 445', 'POL 446', 'POL 447', 'POL 448', 'POL 450', 'POL 451', 'POL 453', 'POL 454', 'POL 455', 'POL 460', 'POL 461', 'POL 462', 'POL 463', 'POL 465', 'POL 466', 'POL 467', 'POL 470', 'POL 471', 'POL 473', 'POL 474', 'POL 475', 'POL 476', 'POL 491', 'POL 492', 'PSYC 101', 'PSYC 103W', 'PSYC 150', 'PSYC 201', 'PSYC 202', 'PSYC 205', 'PSYC 206', 'PSYC 211W', 'PSYC 219', 'PSYC 230', 'PSYC 240', 'PSYC 291', 'PSYC 303', 'PSYC 304', 'PSYC 321', 'PSYC 325', 'PSYC 340', 'PSYC 343', 'PSYC 358', 'PSYC 363', 'PSYC 389', 'PSYC 398', 'PSYC 401', 'PSYC 409', 'PSYC 410', 'PSYC 413', 'PSYC 414', 'PSYC 415', 'PSYC 417', 'PSYC 419', 'PSYC 420', 'PSYC 421', 'PSYC 423', 'PSYC 430', 'PSYC 432', 'PSYC 433', 'PSYC 436', 'PSYC 442', 'PSYC 443', 'PSYC 445', 'PSYC 450', 'PSYC 455', 'PSYC 456', 'PSYC 457', 'PSYC 460W', 'PSYC 461', 'PSYC 466', 'PSYC 476', 'PSYC 478', 'PSYC 485', 'PSYC 489', 'PSYC 490', 'PSYC 496', 'PSYC 497', 'PSYC 499', 'SOC 101', 'SOC 150', 'SOC 202', 'SOC 208', 'SOC 209', 'SOC 214W', 'SOC 241', 'SOC 255', 'SOC 285', 'SOC 285W', 'SOC 301W', 'SOC 307', 'SOC 325', 'SOC 351', 'SOC 360', 'SOC 402', 'SOC 404', 'SOC 405', 'SOC 407', 'SOC 409', 'SOC 417', 'SOC 420', 'SOC 425', 'SOC 430', 'SOC 442', 'SOC 446', 'SOC 458', 'SOC 460', 'SOC 461', 'SOC 463', 'SOC 466', 'SOC 469', 'SOC 472', 'SOC 479', 'SOC 480', 'SOC 482', 'SOC 483', 'SOC 484', 'SOC 485', 'SOC 490', 'SOC 492', 'SOC 493', 'SOC 497', 'SOC 499', 'URBS 100', 'URBS 110', 'URBS 150', 'URBS 230', 'URBS 230W', 'URBS 401', 'URBS 402', 'URBS 412', 'URBS 413', 'URBS 415', 'URBS 417', 'URBS 431', 'URBS 435', 'URBS 437', 'URBS 438', 'URBS 450', 'URBS 451', 'URBS 453', 'URBS 457', 'URBS 461', 'URBS 471', 'URBS 481', 'URBS 483', 'URBS 485', 'URBS 489', 'URBS 497', 'URBS 499']]",False,,False,
