Major,General Education,Prerequisites for Major,Core Courses (Common Core),Restricted Electives,Thesis/Capstone,Unrestricted Electives,Minor Required
Computer Science,"ENG 101, COMM 102 or ENG 271W, MATH 121, Choose 8-9 credits from Science electives (BIOL 105, BIOL 106, CHEM 201, CHEM 202, GEOL 121, GEOL 122, PHYS 221, PHYS 222 + PHYS 232, PHYS 223 + PHYS 233)",N/A,"CIS 121, CIS 122, CIS 223, CIS 224, CS 301, CS 302, CS 303, CS 304, CS 391W, CS 392W, CS 491W, CS 495, MATH 121, MATH 122, MATH 247, MATH 280","Choose 12 credits: CS 306, CS 308, CS 401, CS 403, CS 406, CS 410, CS 415, CS 420, CS 435, CS 440, CS 445, CS 450, CS 465, CS 470, CS 480, CS 485","CS 491W, CS 492W",N/A,No
