Credit Count
3
3
1
3
3
3
3
3
3
0
3
3
3
1-3
1-6
1-4
1
4
4
4
3
3
4
3
2
3
2
4
4
4
4
3
3
4
3
3
0
1-4
3
2
4
1-4
1-10
1-4
3
3
4
3
3
2
3
3
2
1-3
1-4
3
4
4
3
3
3
3
3
3
3
3
0
3
3
3
1-6
1-12
1-6
4
4
4
4
4
4
4
4
4
4
3
1-3
1-3
4
4
4
4
4
3
4
4
4
4
0
4
4
4
4
4
4
4
4
4
4
4
4
3
3
4
4
4
4
3
1-6
1-3
1-3
1-3
1-3
1-3
1-3
1-12
1-3
1-6
3
3
3
3
3
3
2
3
1-12
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
0
0
1-6
3
3
3
3
1-6
3
3
1-6
3
3
3
3
3
1-6
3
1-6
3
3
3
3
3
3
3
3
1-6
1-6
1-6
1-6
1-6
3
0-1
1
1-6
1-6
3
3
2
3
2
4
4
2
2
2
2
2
1-6
1-4
1-8
1
3
3
3
2
3
1
3
1
3
3
3
2
3
1
3
2
3
2
3
3
1
1
1
3
3
3
3
3
3
3
3
3
3
3
3
3
3
1
1
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
1-10
1-12
1-6
4
3
4
4
4
3
2
2
1
4
4
3
4
4
4
4
3
4
4
3
4
4
4
4
3
4
4
3
4
3
2
4
3
4
4
4
3
3
4
4
4
4
3
4
3
4
3
1
4
3
4
3
4
4
4
3
4
4
4
4
4
3
4
4
3
3
3
4
3
4
4
5
4
4
1
4
17
17
1
1-4
1-12
1-12
1-12
1-12
1-12
1-12
1-4
1-4
3
0
3
3
3
3
3
3
3
3
1-3
1-3
1-8
1-3
1-4
2
3
1
3
3
3
3
3
1-3
3
3
1
3
2
3
3
3
3
2
1
3
3
2
3
2
3
2
2
3
3
1
2
1
1-6
2
3
2
3
3
3
3
1
3
1
5
5
1-6
4
3
3
4
3
1
4
2
3
2
4
3
4
3
3
3
2
2
3
4
4
1
1-6
1-16
1-6
1-6
5
5
4
3
4
4
4
4
4
2
4
4
1-2
4
4
4
4
4
4
12
1
0
4
4
4
4
4
4
4
4
4
4
4
4
4
4
1
1-4
1-12
4
1-4
1
2
2
3
2
1-4
3
3
4
4
3
0
3
3
2
3
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
1-4
1
1-6
1-6
3
3
3
3
3
4
3
3
3
3
3
3
2
2
2
4
3
3
3
3
3
3
3
3
3
3
3
1
1-3
3
3
3
3
1-6
3
1
3
3
4
4
4
3
4
1-3
1-6
1-3
1
1
3
2
3
3
3
2
1
3
3
3
3
3
3
0
3
3
3
1-12
1-4
3
3
4
4
1
1
1-4
4
4
2
4
0-4
4
4
1-4
4
4
4
2
4
4
4
4
4
4
4
0-4
4
4
4
4
4
1-4
4
4
4
4
4
4
4
0
4
4
4
1-4
4
4
1-4
1-4
4
4
4
4
4
4
4
4
4
4
1-4
4
4
4
4
1-4
4
4
4
4
4
1-4
4
4
2
1-4
1
1-12
12
Study
3
2
4
3
1-3
1
1-2
2
2
2
2
2
2
4
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
4
4
1-3
1
1-4
1-6
1-4
3
3
3
3
3
1-4
1-4
4
4
4
4
4
4
1-4
4
4
4
4
4
1-4
1-4
1-4
1-4
1-4
4
4
4
4
3
2
2
2
2
2
1-2
2
3
2
2
2
2
2
2
2
3
2
2
2
1
1
1
2
3
3
1
1
3
1-8
1-3
1
1
2
3
2
3
3
3
2
2
2
2
3
2
2
2
1
3
1
3
1
1
1
2
1
3
2
2
3
3
3
3
3
1-3
3
3
3
3
2
2
1-6
3
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
1-3
1-3
1-3
1-3
1-3
3
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-10
1-3
1-4
3
3
3
2
3
3
1-4
3
3
3
3
3
3
3
3
3
3
0
3
3
3
3
3
3
3
3
4
3
3
3
3
3
3
4
3
3
4
4
3
1-4
1-6
1-4
1-6
3
3
3
3
3
3
3
3
4
4
4
3
4
4
4
1-4
4
3
4
2
4
4
1-4
0
4
4
4
3
3
4
4
4
3
3
1-4
4
1-6
1-4
1-4
4
1-4
3
3
4
3
2
12
2
1-2
4
4
1-6
1-4
4
4
4
4
4
4
4
1-4
2
1-4
4
1-4
4
4
4
3
4
4
4
4
4
4
1-4
1-4
1-4
1-4
1-4
4
4
1-4
3
3
4
1-4
4
1-4
4
1-4
4
4
4
4
4
4
4
4
1-4
1-6
4
1-6
1-4
3
3
1-4
3
4
3
3
1-2
1-2
0
3
3
1-8
1-8
1-4
3
4
3
3
4
3
1-6
1-6
1-6
3
3
3
3
1-4
1-3
1-3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
1-3
1-10
1-6
1-3
3
1-3
1-3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
3
3
4
3
3
3
3
3
3
3
3
3
2
3
3
