Course Code,Course Name,Credit Count,Prerequisites,Course Description
ACCT 200,Financial,3,MATH 112 or MATH 115 or MATH 121 or MATH 130 or MATH 181,"200 2024-2025 Undergraduate Catalog www.mnsu.edu COURSE LIST Accounting The accounting process, financial statement preparation, and analysis. Includes the accounting cycle, asset, liability, and equity accounting. Emphasis on the use of accounting data."
