ProgramName,Degree,Program,ProgID,TotalCredits,EmphasisName,CatalogType,CatalogYear,Description,SeriesHeading,Group_CategoryTitle,Group_CategoryNotes,GroupCredits,SubjectAbbreviation,CourseNumber,Course,Title,Credits,PreReq,CoReq,DiverseCultures
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Capstone Course,,, Only one discipline is required. Consult with your advisor. COMM 650 is required if selecting COMM 694 or COMM 697.,Choose  1 Credit(s).,COMM,650,COMM 650,Capstone Prospectus,0.00                                    ,611 or 612,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Capstone Course,,, Only one discipline is required. Consult with your advisor. COMM 650 is required if selecting COMM 694 or COMM 697.,Choose  1 Credit(s).,COMM,694,COMM 694,Alternate Plan Paper,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Capstone Course,,, Only one discipline is required. Consult with your advisor. COMM 650 is required if selecting COMM 694 or COMM 697.,Choose  1 Credit(s).,COMM,697,COMM 697,Internship,1-6,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Capstone Course,,, Only one discipline is required. Consult with your advisor. COMM 650 is required if selecting COMM 694 or COMM 697.,Choose  1 Credit(s).,ENG,694,ENG 694,Alternate Plan Paper,1-2,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Capstone Course,,, Only one discipline is required. Consult with your advisor. COMM 650 is required if selecting COMM 694 or COMM 697.,Choose  1 Credit(s).,ENG,698,ENG 698,Internship,1-6,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Common Core,,,,,COMM,602,COMM 602,Communication Pedagogy,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Common Core,,,,,COMM,605,COMM 605,Directing Online Communication,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Common Core,,,,,ENG,625,ENG 625,Seminar: Composition Theory,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Common Core,,,,,ENG,655,ENG 655,Topics in Teaching Writing,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Research/Methods Course(s),,,,,ENG,656,ENG 656,Teacher Research in the Writing Classroom,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Research/Methods Course(s),,, ,Choose  3 Credit(s).,COMM,611,COMM 611,Qualitative Research Methods,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Research/Methods Course(s),,, ,Choose  3 Credit(s).,COMM,612,COMM 612,Quantitative Research Methods,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Research/Methods Course(s),,, ,Choose  3 Credit(s).,COMM,633,COMM 633,Communication for Professionals,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,505,COMM 505,Strategic Advocacy Campaigns,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,509,COMM 509,Performance Studies,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,510,COMM 510,Topics in Relational Communication,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,512,COMM 512,Organizational Communication,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,515,COMM 515,Topics in Rhetoric and Culture,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,516,COMM 516,Topics in American Public Address,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,517,COMM 517,Experiential Storytelling,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,518,COMM 518,"Gender, Race, and Identity",3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,530,COMM 530,Social Movements and Advocacy,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,532,COMM 532,Grassroots Advocacy and Organizing,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,540,COMM 540,Special Topics,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,545,COMM 545,Conflict Management,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,550,COMM 550,Speech-Debate: Pedagogy,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,551,COMM 551,Speech-Debate: Intro to Debate,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,552,COMM 552,Speech-Debate: Advanced Debate,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,553,COMM 553,Speech-Debate: Adv Pedagogy,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,554,COMM 554,Speech-Debate: Interpretation & Performance,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,555,COMM 555,Speech-Debate: Theory & Practice I,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,556,COMM 556,Speech-Debate: Theory & Practice II,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,557,COMM 557,Speech-Debate: Theory & Practice III,1-3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,560,COMM 560,"Dialogue, Discussion, and Debate",3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,570,COMM 570,Topics in Health Communication,3,,,
Communication and Composition,MS,Communication and Composition - MS,207777717,37,,Graduate,2024-2025,Restricted Electives,,,Communication Electives ,Choose  9 Credit(s).,COMM,600,COMM 600,Seminar in Communication Theory,3,,,
